External;Polygons;IV;Samples;Base;Class;Producer;User;F1
;50;YES;3000;Base 3;N_grassland;0,290718039;0,231197772;0,257564003
;50;YES;3000;Base 3;rainfed;0,176527643;0,356164384;0,236057069
;50;YES;3000;Base 3;rice field;0,657722988;0,852443609;0,742529677
;50;YES;3000;Base 3;S_vegetation;0,143162393;0,382857143;0,208398134
;50;YES;3000;Base 3;shrubland;0,434343434;0,465703971;0,449477352
;50;YES;3000;Base 3;urban;0,884328358;0,92038835;0,901998097
;50;YES;3000;Base 3;water;0,888482633;0,975903614;0,930143541
;50;YES;3000;Base 3;wetland;0,827272727;0,485333333;0,611764706
;50;YES;3000;Base 3;A_grassland;0,518647008;0,432080925;0,47142294
;50;YES;3000;Base 3;baresoil;0,565343659;0,513632366;0,538248848
;50;YES;3000;Base 3;broadleaf;0,502923977;0,435443038;0,466757123
;50;YES;3000;Base 3;conifers;0,816978193;0,882996633;0,848705502
;50;YES;3000;Base 3;irrigated;0,207386364;0,324925816;0,253179191
;50;YES;3000;Base 3;N_grassland;0,219101124;0,205804749;0,212244898
;50;YES;3000;Base 3;rainfed;0,397536394;0,249824068;0,306828003
;50;YES;3000;Base 3;rice field;0,829039813;0,715874621;0,768312534
;50;YES;3000;Base 3;S_vegetation;0,163953488;0,383152174;0,229641694
;50;YES;3000;Base 3;shrubland;0,450704225;0,425665102;0,437826962
;50;YES;3000;Base 3;urban;0,848401826;0,769039735;0,806773773
;50;YES;3000;Base 3;water;0,870817844;0,938877756;0,903567985
;50;YES;3000;Base 3;wetland;0,447033898;0,882845188;0,593530239
;50;YES;3000;Base 3;A_grassland;0,272413793;0,128455285;0,174585635
;50;YES;3000;Base 3;baresoil;0,473740622;0,56449553;0,515151515
;50;YES;3000;Base 3;broadleaf;0,49635796;0,7453125;0,595877577
;50;YES;3000;Base 3;conifers;0,776377953;0,512474012;0,617407639
;50;YES;3000;Base 3;irrigated;0,462;0,34272997;0,393526405
;50;YES;3000;Base 3;N_grassland;0,100987925;0,268221574;0,146730463
;50;YES;3000;Base 3;rainfed;0,303691275;0,311531842;0,307561597
;50;YES;3000;Base 3;rice field;0,902857143;0,864332604;0,883174958
;50;YES;3000;Base 3;S_vegetation;0,287272727;0,626984127;0,394014963
;50;YES;3000;Base 3;shrubland;0,467088608;0,312711864;0,374619289
;50;YES;3000;Base 3;urban;0,89457523;0,719934102;0,79780922
;50;YES;3000;Base 3;water;0,846315789;0,991368681;0,913117547
;50;YES;3000;Base 3;wetland;0,623376623;0,625407166;0,624390244
;50;YES;3000;Base 3;A_grassland;0,539792388;0,555654497;0,5476086
;50;YES;3000;Base 3;baresoil;0,710606061;0,535388128;0,610677083
;50;YES;3000;Base 3;broadleaf;0,649462366;0,548094374;0,594488189
;50;YES;3000;Base 3;conifers;0,901615272;0,730952381;0,807363577
;50;YES;3000;Base 3;irrigated;0,136622391;0,233387358;0,172351885
;50;YES;3000;Base 3;N_grassland;0,377398721;0,188498403;0,251420455
;50;YES;3000;Base 3;rainfed;0,355029586;0,23255814;0,281030445
;50;YES;3000;Base 3;rice field;0,564485981;0,305668016;0,396585686
;50;YES;3000;Base 3;S_vegetation;0,132034632;0,184848485;0,154040404
;50;YES;3000;Base 3;shrubland;0,352583587;0,52887538;0,423100304
;50;YES;3000;Base 3;urban;0,895036615;0,972590628;0,93220339
;50;YES;3000;Base 3;water;0,872239748;0,90507365;0,888353414
;50;YES;3000;Base 3;wetland;0,263038549;0,819787986;0,398283262
;50;YES;3000;Base 3;A_grassland;0,549593496;0,471408647;0,507507508
;50;YES;3000;Base 3;baresoil;0,654362416;0,398773006;0,495552732
;50;YES;3000;Base 3;broadleaf;0,634241245;0,734234234;0,680584551
;50;YES;3000;Base 3;conifers;0,831869511;0,813496933;0,822580645
;50;YES;3000;Base 3;irrigated;0,15961945;0,157784744;0,158696795
;50;YES;3000;Base 3;N_grassland;0,116445352;0,225296443;0,153535354
;50;YES;3000;Base 3;rainfed;0,182795699;0,355223881;0,24137931
;50;YES;3000;Base 3;rice field;0,851694915;0,540613233;0,661401777
;50;YES;3000;Base 3;S_vegetation;0,215102975;0,319727891;0,257181943
;50;YES;3000;Base 3;shrubland;0,372389791;0,425165563;0,39703154
;50;YES;3000;Base 3;urban;0,878653676;0,839255499;0,858502813
;50;YES;3000;Base 3;water;0,937602627;0,922455574;0,929967427
;50;YES;3000;Base 3;wetland;0,827586207;0,692307692;0,753926702
;50;YES;3000;Base 3;A_grassland;0,586618877;0,31759379;0,412085606
;50;YES;3000;Base 3;baresoil;0,795356836;0,689269747;0,738522954
;50;YES;3000;Base 3;broadleaf;0,606461087;0,67704918;0,639814098
;50;YES;3000;Base 3;conifers;0,891089109;0,82278481;0,855575868
;50;YES;3000;Base 3;irrigated;0,226435536;0,34602649;0,273739358
;50;YES;3000;Base 3;N_grassland;0,111111111;0,169660679;0,134281201
;50;YES;3000;Base 3;rainfed;0,296033994;0,216580311;0,250149611
;50;YES;3000;Base 3;rice field;0,842197036;0,848857645;0,845514223
;50;YES;3000;Base 3;S_vegetation;0,317460317;0,628571429;0,421860019
;50;YES;3000;Base 3;shrubland;0,380898876;0,487769784;0,427760252
;50;YES;3000;Base 3;urban;0,925287356;0,853141559;0,887751083
;50;YES;3000;Base 3;water;0,929443691;0,968882603;0,948753463
;50;YES;3000;Base 3;wetland;0,634050881;0,845953003;0,724832215
;50;YES;3000;Base 3;A_grassland;0,577922078;0,270516717;0,368530021
;50;YES;3000;Base 3;baresoil;0,56097561;0,54087346;0,550741163
;50;YES;3000;Base 3;broadleaf;0,252653928;0,519650655;0,34
;50;YES;3000;Base 3;conifers;0,809187279;0,601049869;0,689759036
;50;YES;3000;Base 3;irrigated;0,374340949;0,223504722;0,279894875
;50;YES;3000;Base 3;N_grassland;0,080752212;0,215339233;0,117457763
;50;YES;3000;Base 3;rainfed;0,343589744;0,450874832;0,389988359
;50;YES;3000;Base 3;rice field;0,773716275;0,911794872;0,837099812
;50;YES;3000;Base 3;S_vegetation;0,222841226;0,229885057;0,226308345
;50;YES;3000;Base 3;shrubland;0,425908667;0,438159156;0,43194707
;50;YES;3000;Base 3;urban;0,839736553;0,73346117;0,783009212
;50;YES;3000;Base 3;water;0,927179487;0,979414951;0,952581665
;50;YES;3000;Base 3;wetland;0,330357143;0,45398773;0,382428941
;50;YES;3000;Base 3;A_grassland;0,48537234;0,330915684;0,393530997
;50;YES;3000;Base 3;baresoil;0,385365854;0,566308244;0,458635704
;50;YES;3000;Base 3;broadleaf;0,917274939;0,510840108;0,656222802
;50;YES;3000;Base 3;conifers;0,845039019;0,858437146;0,851685393
;50;YES;3000;Base 3;irrigated;0,25466893;0,316789863;0,282352941
;50;YES;3000;Base 3;N_grassland;0,191415313;0,282051282;0,228058051
;50;YES;3000;Base 3;rainfed;0,095354523;0,144177449;0,114790287
;50;YES;3000;Base 3;rice field;0,809220986;0,819645733;0,8144
;50;YES;3000;Base 3;S_vegetation;0,43956044;0,121212121;0,190023753
;50;YES;3000;Base 3;shrubland;0,386396527;0,457975986;0,419152276
;50;YES;3000;Base 3;urban;0,950086059;0,721097322;0,819903453
;50;YES;3000;Base 3;water;0,874291115;0,969601677;0,919483101
;50;YES;3000;Base 3;wetland;0,675709001;0,673218673;0,674461538
;50;YES;3000;Base 3;A_grassland;0,429708223;0,309455587;0,359800111
;50;YES;3000;Base 3;baresoil;0,55465587;0,453142227;0,498786408
;50;YES;3000;Base 3;broadleaf;0,670731707;0,472103004;0,554156171
;50;YES;3000;Base 3;conifers;0,642066421;0,648447205;0,645241038
;50;YES;3000;Base 3;irrigated;0,253381425;0,624444444;0,360487492
;50;YES;3000;Base 3;N_grassland;0,089005236;0,08478803;0,086845466
;50;YES;3000;Base 3;rainfed;0,128161889;0,101198402;0,113095238
;50;YES;3000;Base 3;rice field;0,784963622;0,775559105;0,780233025
;50;YES;3000;Base 3;S_vegetation;0,31372549;0,334029228;0,323559151
;50;YES;3000;Base 3;shrubland;0,473684211;0,600580271;0,529637527
;50;YES;3000;Base 3;urban;0,955284553;0,717009916;0,819172113
;50;YES;3000;Base 3;water;0,936619718;0,967272727;0,951699463
;50;YES;3000;Base 3;wetland;0,325136612;0,725609756;0,449056604
;50;YES;3000;Base 3;A_grassland;0,623150566;0,436319317;0,513261649
;50;YES;3000;Base 3;baresoil;0,692058347;0,356427379;0,470523416
;50;YES;3000;Base 3;broadleaf;0,731369151;0,578082192;0,645753634
;50;YES;3000;Base 3;conifers;0,765765766;0,803402647;0,784132841
;50;YES;3000;Base 3;irrigated;0,270192308;0,394662921;0,320776256
;50;YES;3000;Base 3;N_grassland;0,191339376;0,2578019;0,219653179
;50;YES;3000;Base 3;rainfed;0,190118153;0,239189189;0,211849192
;50;YES;3000;Base 3;rice field;0,75625;0,868717949;0,808591885
;50;YES;3000;Base 3;S_vegetation;0,165853659;0,474418605;0,245783133
;50;YES;3000;Base 3;shrubland;0,550537634;0,453900709;0,497570457
;50;YES;3000;Base 3;urban;0,813306852;0,766136576;0,789017341
;50;YES;3000;Base 3;water;0,820512821;0,977099237;0,891986063
;50;YES;3000;Base 3;wetland;0,667194929;0,682333874;0,674679487
;50;YES;3000;Base 3;A_grassland;0,596379127;0,485268631;0,535117057
;50;YES;3000;Base 3;baresoil;0,691788526;0,530629853;0,600585938
;50;YES;3000;Base 3;broadleaf;0,700421941;0,51552795;0,59391771
;50;YES;3000;Base 3;conifers;0,700927357;0,894477318;0,785961872
;50;YES;3000;Base 3;irrigated;0,451398136;0,344512195;0,390778098
;50;YES;3000;Base 3;N_grassland;0,101286174;0,079445145;0,089045936
;50;YES;3000;Base 3;rainfed;0,211764706;0,340909091;0,261248186
;50;YES;3000;Base 3;rice field;0,727407407;0,504106776;0,595512432
;50;YES;3000;Base 3;S_vegetation;0,223756906;0,602977667;0,326393553
;50;YES;3000;Base 3;shrubland;0,43554007;0,413907285;0,424448217
;50;YES;3000;Base 3;urban;0,897990726;0,72173913;0,800275482
;50;YES;3000;Base 3;water;0,87394958;0,961973279;0,915851272
;50;YES;3000;Base 3;wetland;0,368067227;0,525179856;0,432806324
;50;YES;3000;Base 3;A_grassland;0,515938607;0,414611006;0,459758022
;50;YES;3000;Base 3;baresoil;0,648351648;0,806148591;0,718690522
;50;YES;3000;Base 3;broadleaf;0,58365019;0,629098361;0,605522682
;50;YES;3000;Base 3;conifers;0,85426009;0,562776957;0,678539626
;50;YES;3000;Base 3;irrigated;0,358190709;0,320920044;0,33853264
;50;YES;3000;Base 3;N_grassland;0,232980333;0,261016949;0,246203038
;50;YES;3000;Base 3;rainfed;0,388338834;0,416273585;0,401821286
;50;YES;3000;Base 3;rice field;0,822115385;0,537172775;0,649778341
;50;YES;3000;Base 3;S_vegetation;0,090239411;0,148484848;0,112256586
;50;YES;3000;Base 3;shrubland;0,420143885;0,313978495;0,359384615
;50;YES;3000;Base 3;urban;0,808457711;0,687103594;0,742857143
;50;YES;3000;Base 3;water;0,84870317;0,911764706;0,879104478
;50;YES;3000;Base 3;wetland;0,374062165;0,855392157;0,520507084
;50;YES;3000;Base 3;A_grassland;0,285330948;0,382035928;0,326676907
;50;YES;3000;Base 3;baresoil;0,762758621;0,452536825;0,568053416
;50;YES;3000;Base 3;broadleaf;0,655511811;0,779859485;0,712299465
;50;YES;3000;Base 3;conifers;0,888619855;0,807480748;0,84610951
;50;YES;3000;Base 3;irrigated;0,367662204;0,310434783;0,336633663
;50;YES;3000;Base 3;N_grassland;0,200654308;0,312393888;0,24435591
;50;YES;3000;Base 3;rainfed;0,212198221;0,25188537;0,230344828
;50;YES;3000;Base 3;rice field;0,769565217;0,675572519;0,719512195
;50;YES;3000;Base 3;S_vegetation;0,119909502;0,203846154;0,150997151
;50;YES;3000;Base 3;shrubland;0,432748538;0,262644188;0,32689122
;50;YES;3000;Base 3;urban;0,850162866;0,885496183;0,86746988
;50;YES;3000;Base 3;water;0,831132075;0,929324895;0,87749004
;50;YES;3000;Base 3;wetland;0,478138223;0,630111524;0,543704892
;50;YES;3000;Base 3;A_grassland;0,492647059;0,369146006;0,422047244
;50;YES;3000;Base 3;baresoil;0,631077216;0,694648478;0,661338661
;50;YES;3000;Base 3;broadleaf;0,345323741;0,086021505;0,137733142
;50;YES;3000;Base 3;conifers;0,806962025;0,820815451;0,813829787
;50;YES;3000;Base 3;irrigated;0,329873126;0,366197183;0,347087379
;50;YES;3000;Base 3;N_grassland;0,185520362;0,204318937;0,194466403
;50;YES;3000;Base 3;rainfed;0,100502513;0,166666667;0,12539185
;50;YES;3000;Base 3;rice field;0,763519707;0,541612484;0,633701027
;50;YES;3000;Base 3;S_vegetation;0,077834179;0,194092827;0,111111111
;50;YES;3000;Base 3;shrubland;0,402259887;0,349705305;0,374146085
;50;YES;3000;Base 3;urban;0,907303371;0,757327081;0,825559105
;50;YES;3000;Base 3;water;0,843937575;0,964334705;0,900128041
;50;YES;3000;Base 3;wetland;0,604975124;0,863636364;0,711527209
;50;YES;3000;Base 3;A_grassland;0,285554311;0,408;0,335968379
;50;YES;3000;Base 3;baresoil;0,604316547;0,480457579;0,535315985
;50;YES;3000;Base 3;broadleaf;0,77704918;0,384116694;0,514099783
;50;YES;3000;Base 3;conifers;0,92834891;0,766066838;0,83943662
;50;YES;3000;Base 3;irrigated;0,198910082;0,24212272;0,218399402
;50;YES;3000;Base 3;N_grassland;0,271217712;0,173964497;0,211968277
;50;YES;3000;Base 3;rainfed;0,128617363;0,114777618;0,121304018
;50;YES;3000;Base 3;rice field;0,800995025;0,588127854;0,678251711
;50;YES;3000;Base 3;S_vegetation;0,14368482;0,62;0,233301976
;50;YES;3000;Base 3;shrubland;0,404612159;0,428888889;0,41639698
;50;YES;3000;Base 3;urban;0,910694598;0,727112676;0,808614782
;50;YES;3000;Base 3;water;0,921446384;0,981407703;0,950482315
;50;YES;3000;Base 3;wetland;0,564102564;0,904109589;0,694736842
;50;YES;3000;Base 3;A_grassland;0,20979021;0,603015075;0,311284047
;50;YES;3000;Base 3;baresoil;0,615243343;0,64985451;0,632075472
;50;YES;3000;Base 3;broadleaf;0,669871795;0,666666667;0,668265388
;50;YES;3000;Base 3;conifers;0,752598753;0,798235943;0,774745853
;50;YES;3000;Base 3;irrigated;0,156790123;0,1884273;0,17115903
;50;YES;3000;Base 3;N_grassland;0,214953271;0,127071823;0,159722222
;50;YES;3000;Base 3;rainfed;0,418227216;0,360991379;0,38750723
;50;YES;3000;Base 3;rice field;0,808880309;0,595170455;0,685761047
;50;YES;3000;Base 3;S_vegetation;0,31920904;0,445759369;0,372016461
;50;YES;3000;Base 3;shrubland;0,49137931;0,289340102;0,364217252
;50;YES;3000;Base 3;urban;0,912054587;0,755178908;0,826236264
;50;YES;3000;Base 3;water;0,736958935;0,966521106;0,83627204
;50;YES;3000;Base 3;wetland;0,694698355;0,791666667;0,740019474
;50;YES;3000;Base 3;A_grassland;0,584637269;0,370604148;0,453642384
;50;YES;3000;Base 3;baresoil;0,51650165;0,55057168;0,532992763
;50;YES;3000;Base 3;broadleaf;0,882697947;0,768837803;0,821843003
;50;YES;3000;Base 3;conifers;0,832069339;0,872727273;0,851913478
;50;YES;3000;Base 3;irrigated;0,117208311;0,596205962;0,195903829
;50;YES;3000;Base 3;N_grassland;0,299625468;0,169312169;0,216362407
;50;YES;3000;Base 3;rainfed;0,434065934;0,323505324;0,370717973
;50;YES;3000;Base 3;rice field;0,696498054;0,467770035;0,559666493
;50;YES;3000;Base 3;S_vegetation;0,403409091;0,364726027;0,383093525
;50;YES;3000;Base 3;shrubland;0,496462264;0,511543135;0,503889886
;50;YES;3000;Base 3;urban;0,856895056;0,758250192;0,804560261
;50;YES;3000;Base 3;water;0,829896907;0,989464442;0,90268322
;50;YES;3000;Base 3;wetland;0,459016393;0,385674931;0,419161677
;50;YES;3000;Base 3;A_grassland;0,427807487;0,292326431;0,347322721
;50;YES;3000;Base 3;baresoil;0,445092323;0,536299766;0,48645778
;50;YES;3000;Base 3;broadleaf;0,59447983;0,472175379;0,526315789
;50;YES;3000;Base 3;conifers;0,74812433;0,78338945;0,765350877
;50;YES;3000;Base 3;irrigated;0,546165884;0,264193793;0,356122449
;50;YES;3000;Base 3;N_grassland;0,114478114;0,263565891;0,159624413
;50;YES;3000;Base 3;rainfed;0,173755656;0,387878788;0,24
;50;YES;3000;Base 3;rice field;0,75177305;0,575045208;0,651639344
;50;YES;3000;Base 3;S_vegetation;0,326963907;0,338461538;0,332613391
;50;YES;3000;Base 3;shrubland;0,460059172;0,368920522;0,409479921
;50;YES;3000;Base 3;urban;0,907692308;0,589093702;0,714485328
;50;YES;3000;Base 3;water;0,797450425;0,927512356;0,857578065
;50;YES;3000;Base 3;wetland;0,474593496;0,968879668;0,637107776
;50;YES;3000;Base 3;A_grassland;0,513426423;0,369397218;0,429662921
;50;YES;3000;Base 3;baresoil;0,664621677;0,613207547;0,637880275
;50;YES;3000;Base 3;broadleaf;0,186893204;0,246794872;0,212707182
;50;YES;3000;Base 3;conifers;0,929455446;0,640784983;0,758585859
;50;YES;3000;Base 3;irrigated;0,195121951;0,233128834;0,212438854
;50;YES;3000;Base 3;N_grassland;0,184441656;0,194701987;0,18943299
;50;YES;3000;Base 3;rainfed;0,372406639;0,438339438;0,402692092
;50;YES;3000;Base 3;rice field;0,848452508;0,783251232;0,81454918
;50;YES;3000;Base 3;S_vegetation;0,544204322;0,387955182;0,452984464
;50;YES;3000;Base 3;shrubland;0,339333933;0,572078907;0,425988701
;50;YES;3000;Base 3;urban;0,847972973;0,785192909;0,815376286
;50;YES;3000;Base 3;water;1;0,919288646;0,957947256
;50;YES;3000;Base 3;wetland;0,353225806;0,829545455;0,495475113
;50;YES;3000;Base 3;A_grassland;0,459104938;0,511168385;0,483739837
;50;YES;3000;Base 3;baresoil;0,590540541;0,53817734;0,56314433
;50;YES;3000;Base 3;broadleaf;0,592220828;0,740973312;0,658298466
;50;YES;3000;Base 3;conifers;0,780898876;0,726227795;0,752571738
;50;YES;3000;Base 3;irrigated;0,334572491;0,189274448;0,241773002
;50;YES;3000;Base 3;N_grassland;0,093984962;0,144787645;0,113981763
;50;YES;3000;Base 3;rainfed;0,196078431;0,30848329;0,23976024
;50;YES;3000;Base 3;rice field;0,854080791;0,8288;0,841250508
;50;YES;3000;Base 3;S_vegetation;0,0995086;0,462857143;0,16380182
;50;YES;3000;Base 3;shrubland;0,701729107;0,376934985;0,490433031
;50;YES;3000;Base 3;urban;0,939257593;0,784037559;0,854657114
;50;YES;3000;Base 3;water;0,862880886;0,985759494;0,920236337
;50;YES;3000;Base 3;wetland;0,798594848;0,579931973;0,671921182
;50;YES;3000;Base 3;A_grassland;0,504215852;0,222801788;0,309043928
;50;YES;3000;Base 3;baresoil;0,642105263;0,455904335;0,533216783
;50;YES;3000;Base 3;broadleaf;0,532438479;0,561320755;0,546498278
;50;YES;3000;Base 3;conifers;0,79009901;0,853475936;0,820565553
;50;YES;3000;Base 3;irrigated;0,251753702;0,608286252;0,356119074
;50;YES;3000;Base 3;N_grassland;0,181086519;0,271084337;0,217129071
;50;YES;3000;Base 3;rainfed;0,27238806;0,187902188;0,22239147
;50;YES;3000;Base 3;rice field;0,849658314;0,610474632;0,71047619
;50;YES;3000;Base 3;S_vegetation;0,026376147;0,211009174;0,046890928
;50;YES;3000;Base 3;shrubland;0,545738046;0,380159305;0,448143406
;50;YES;3000;Base 3;urban;0,907032181;0,711214953;0,797276061
;50;YES;3000;Base 3;water;0,73439575;0,956747405;0,83095417
;50;YES;3000;Base 3;wetland;0,56377551;0,712903226;0,62962963
;50;YES;3000;Base 3;A_grassland;0,532758621;0,269163763;0,357638889
;50;YES;3000;Base 3;baresoil;0,664527956;0,68655303;0,675360969
;50;YES;3000;Base 3;broadleaf;0,527472527;0,45823389;0,490421456
;50;YES;3000;Base 3;conifers;0,904875149;0,805291005;0,852183651
;50;YES;3000;Base 3;irrigated;0,32677761;0,226890756;0,267823931
;50;YES;3000;Base 3;N_grassland;0,154025671;0,234875445;0,186046512
;50;YES;3000;Base 3;rainfed;0,259222333;0,439932318;0,326223338
;50;YES;3000;Base 3;rice field;0,94629156;0,531991373;0,681086056
;50;YES;3000;Base 3;S_vegetation;0,280657396;0,614958449;0,385416667
;50;YES;3000;Base 3;shrubland;0,322866345;0,373718546;0,346436285
;50;YES;3000;Base 3;urban;0,921798631;0,76729048;0,837477798
;50;YES;3000;Base 3;water;0,887842466;0,959296947;0,922187639
;50;YES;3000;Base 3;wetland;0,42690815;0,89673913;0,578439965
;50;YES;1000;Base 3;A_grassland;0,324909747;0,276923077;0,299003322
;50;YES;1000;Base 3;baresoil;0,578796562;0,721428571;0,642289348
;50;YES;1000;Base 3;broadleaf;0,847457627;0,724637681;0,78125
;50;YES;1000;Base 3;conifers;0,738461538;0,729113924;0,733757962
;50;YES;1000;Base 3;irrigated;0,400900901;0,301694915;0,344294004
;50;YES;1000;Base 3;N_grassland;0,282608696;0,289962825;0,286238532
;50;YES;1000;Base 3;rainfed;0,4375;0,544169611;0,48503937
;50;YES;1000;Base 3;rice field;0,694852941;0,585139319;0,635294118
;50;YES;1000;Base 3;S_vegetation;0,47632312;0,689516129;0,563426689
;50;YES;1000;Base 3;shrubland;0,387700535;0,417867435;0,40221914
;50;YES;1000;Base 3;urban;0,924791086;0,8;0,857881137
;50;YES;1000;Base 3;water;0,928358209;0,936746988;0,932533733
;50;YES;1000;Base 3;wetland;0,807017544;0,823880597;0,815361891
;50;YES;1000;Base 3;A_grassland;0,347593583;0,219594595;0,269151139
;50;YES;1000;Base 3;baresoil;0,661971831;0,466887417;0,547572816
;50;YES;1000;Base 3;broadleaf;0,396551724;0,485915493;0,436708861
;50;YES;1000;Base 3;conifers;0,606299213;0,681415929;0,641666667
;50;YES;1000;Base 3;irrigated;0,14790287;0,5;0,228279387
;50;YES;1000;Base 3;N_grassland;0,294573643;0,137184116;0,187192118
;50;YES;1000;Base 3;rainfed;0,405263158;0,281021898;0,331896552
;50;YES;1000;Base 3;rice field;0,620437956;0,53968254;0,577249576
;50;YES;1000;Base 3;S_vegetation;0,301324503;0,575949367;0,395652174
;50;YES;1000;Base 3;shrubland;0,617283951;0,374064838;0,465838509
;50;YES;1000;Base 3;urban;0,812698413;0,861952862;0,836601307
;50;YES;1000;Base 3;water;0,936454849;0,942760943;0,939597315
;50;YES;1000;Base 3;wetland;0,389423077;0,595588235;0,470930233
;50;YES;1000;Base 3;A_grassland;0,243735763;0,449579832;0,316100443
;50;YES;1000;Base 3;baresoil;0,508;0,365994236;0,425460637
;50;YES;1000;Base 3;broadleaf;0,554006969;0,726027397;0,628458498
;50;YES;1000;Base 3;conifers;0,627906977;0,432;0,511848341
;50;YES;1000;Base 3;irrigated;0,333333333;0,24611399;0,283159463
;50;YES;1000;Base 3;N_grassland;0,424528302;0,182186235;0,254957507
;50;YES;1000;Base 3;rainfed;0,465564738;0,534810127;0,497790869
;50;YES;1000;Base 3;rice field;0,567114094;0,82038835;0,670634921
;50;YES;1000;Base 3;S_vegetation;0,247252747;0,652173913;0,358565737
;50;YES;1000;Base 3;shrubland;0,406639004;0,321311475;0,358974359
;50;YES;1000;Base 3;urban;0,931034483;0,78914405;0,854237288
;50;YES;1000;Base 3;water;0,857142857;0,968944099;0,909620991
;50;YES;1000;Base 3;wetland;0,655172414;0,722826087;0,687338501
;50;YES;1000;Base 3;A_grassland;0,618556701;0,388768898;0,477453581
;50;YES;1000;Base 3;baresoil;0,603571429;0,590909091;0,597173145
;50;YES;1000;Base 3;broadleaf;0,388513514;0,479166667;0,429104478
;50;YES;1000;Base 3;conifers;0,800675676;0,606138107;0,689956332
;50;YES;1000;Base 3;irrigated;0,305785124;0,193211488;0,2368
;50;YES;1000;Base 3;N_grassland;0,268852459;0,330645161;0,296564195
;50;YES;1000;Base 3;rainfed;0,095555556;0,405660377;0,154676259
;50;YES;1000;Base 3;rice field;0,794871795;0,536796537;0,640826873
;50;YES;1000;Base 3;S_vegetation;0,390934844;0,663461538;0,49197861
;50;YES;1000;Base 3;shrubland;0,5;0,322727273;0,392265193
;50;YES;1000;Base 3;urban;0,876344086;0,605947955;0,716483516
;50;YES;1000;Base 3;water;0,891625616;0,965333333;0,927016645
;50;YES;1000;Base 3;wetland;0,653562654;0,852564103;0,739916551
;50;YES;1000;Base 3;A_grassland;0,607250755;0,5234375;0,562237762
;50;YES;1000;Base 3;baresoil;0,657303371;0,539170507;0,592405063
;50;YES;1000;Base 3;broadleaf;0,590664273;0,850129199;0,697033898
;50;YES;1000;Base 3;conifers;0,773993808;0,642673522;0,702247191
;50;YES;1000;Base 3;irrigated;0,126394052;0,117241379;0,121645796
;50;YES;1000;Base 3;N_grassland;0,175084175;0,320987654;0,226579521
;50;YES;1000;Base 3;rainfed;0,439344262;0,319809069;0,370165746
;50;YES;1000;Base 3;rice field;0,820689655;0,524229075;0,639784946
;50;YES;1000;Base 3;S_vegetation;0,161825726;0,30952381;0,21253406
;50;YES;1000;Base 3;shrubland;0,392523364;0,325581395;0,355932203
;50;YES;1000;Base 3;urban;0,904761905;0,703703704;0,791666667
;50;YES;1000;Base 3;water;0,842696629;0,953389831;0,894632207
;50;YES;1000;Base 3;wetland;0,450127877;0,785714286;0,572357724
;50;YES;1000;Base 3;A_grassland;0,498714653;0,448036952;0,472019465
;50;YES;1000;Base 3;baresoil;0,746153846;0,315960912;0,443935927
;50;YES;1000;Base 3;broadleaf;0,585903084;0,601809955;0,59375
;50;YES;1000;Base 3;conifers;0,8828125;0,680722892;0,768707483
;50;YES;1000;Base 3;irrigated;0,259375;0,387850467;0,310861423
;50;YES;1000;Base 3;N_grassland;0,179389313;0,186507937;0,182879377
;50;YES;1000;Base 3;rainfed;0,125;0,15;0,136363636
;50;YES;1000;Base 3;rice field;0,814814815;0,778135048;0,796052632
;50;YES;1000;Base 3;S_vegetation;0,197452229;0,248995984;0,220248668
;50;YES;1000;Base 3;shrubland;0,369047619;0,504065041;0,426116838
;50;YES;1000;Base 3;urban;0,921146953;0,800623053;0,856666667
;50;YES;1000;Base 3;water;0,774358974;0,848314607;0,809651475
;50;YES;1000;Base 3;wetland;0,802588997;0,892086331;0,844974446
;50;YES;1000;Base 3;A_grassland;0,528497409;0,403162055;0,457399103
;50;YES;1000;Base 3;baresoil;0,729411765;0,514522822;0,603406326
;50;YES;1000;Base 3;broadleaf;0,664670659;0,760273973;0,709265176
;50;YES;1000;Base 3;conifers;0,850622407;0,683333333;0,757855823
;50;YES;1000;Base 3;irrigated;0,209677419;0,301158301;0,247226624
;50;YES;1000;Base 3;N_grassland;0,247787611;0,23628692;0,241900648
;50;YES;1000;Base 3;rainfed;0,156462585;0,174242424;0,164874552
;50;YES;1000;Base 3;rice field;0,783251232;0,444134078;0,56684492
;50;YES;1000;Base 3;S_vegetation;0,48880597;0,404320988;0,442567568
;50;YES;1000;Base 3;shrubland;0,17578125;0,241935484;0,20361991
;50;YES;1000;Base 3;urban;0,898123324;0,881578947;0,889774236
;50;YES;1000;Base 3;water;0,870870871;0,960264901;0,913385827
;50;YES;1000;Base 3;wetland;0,501084599;0,704268293;0,585551331
;50;YES;1000;Base 3;A_grassland;0,673758865;0,282738095;0,398322851
;50;YES;1000;Base 3;baresoil;0,674342105;0,759259259;0,714285714
;50;YES;1000;Base 3;broadleaf;0,465753425;0,454849498;0,460236887
;50;YES;1000;Base 3;conifers;0,669117647;0,623287671;0,645390071
;50;YES;1000;Base 3;irrigated;0,224215247;0,340136054;0,27027027
;50;YES;1000;Base 3;N_grassland;0,196581197;0,178294574;0,18699187
;50;YES;1000;Base 3;rainfed;0,161764706;0,232067511;0,190641248
;50;YES;1000;Base 3;rice field;0,642857143;0,527859238;0,579710145
