External;Polygons;IV;Samples;Base;Class;Producer;User;F1
Baseline;70;YES;1000;Base 1;A_grassland;0,431192661;0,305194805;0,357414449
Baseline;70;YES;1000;Base 1;baresoil;0,590062112;0,329861111;0,423162584
Baseline;70;YES;1000;Base 1;broadleaf;0,331950207;0,32;0,32586558
Baseline;70;YES;1000;Base 1;conifers;0,368131868;0,492647059;0,421383648
Baseline;70;YES;1000;Base 1;irrigated;0,343333333;0,304733728;0,322884013
Baseline;70;YES;1000;Base 1;N_grassland;0,117845118;0,16509434;0,137524558
Baseline;70;YES;1000;Base 1;rainfed;0,205357143;0,369477912;0,263988522
Baseline;70;YES;1000;Base 1;rice field;0,659090909;0,608923885;0,633015007
Baseline;70;YES;1000;Base 1;S_vegetation;0,331306991;0,612359551;0,429980276
Baseline;70;YES;1000;Base 1;shrubland;0,439613527;0,234536082;0,305882353
Baseline;70;YES;1000;Base 1;urban;0,875;0,379661017;0,529550827
Baseline;70;YES;1000;Base 1;water;0,780701754;0,64028777;0,703557312
Baseline;70;YES;1000;Base 1;wetland;0,454545455;0,714285714;0,555555556
Baseline;70;YES;1000;Base 1;A_grassland;0,32034632;0,342592593;0,331096197
Baseline;70;YES;1000;Base 1;baresoil;0,498422713;0,528428094;0,512987013
Baseline;70;YES;1000;Base 1;broadleaf;0,216138329;0,433526012;0,288461538
Baseline;70;YES;1000;Base 1;conifers;0,48136646;0,475460123;0,478395062
Baseline;70;YES;1000;Base 1;irrigated;0,407142857;0,167155425;0,237006237
Baseline;70;YES;1000;Base 1;N_grassland;0,163522013;0,282608696;0,207171315
Baseline;70;YES;1000;Base 1;rainfed;0,123036649;0,188;0,148734177
Baseline;70;YES;1000;Base 1;rice field;0,704819277;0,860294118;0,774834437
Baseline;70;YES;1000;Base 1;S_vegetation;0,214814815;0,17791411;0,194630872
Baseline;70;YES;1000;Base 1;shrubland;0,261627907;0,193133047;0,222222222
Baseline;70;YES;1000;Base 1;urban;0,86036036;0,456937799;0,596875
Baseline;70;YES;1000;Base 1;water;0,901098901;0,928301887;0,914498141
Baseline;70;YES;1000;Base 1;wetland;0,435185185;0,295597484;0,352059925
Baseline;70;YES;1000;Base 1;A_grassland;0,372180451;0,334459459;0,352313167
Baseline;70;YES;1000;Base 1;baresoil;0,742105263;0,394957983;0,515539305
Baseline;70;YES;1000;Base 1;broadleaf;0,371929825;0,364261168;0,368055556
Baseline;70;YES;1000;Base 1;conifers;0,398089172;0,468164794;0,430292599
Baseline;70;YES;1000;Base 1;irrigated;0,156542056;0,406060606;0,225969646
Baseline;70;YES;1000;Base 1;N_grassland;0,171875;0,157706093;0,164485981
Baseline;70;YES;1000;Base 1;rainfed;0,25304878;0,32046332;0,282793867
Baseline;70;YES;1000;Base 1;rice field;0,643636364;0,823255814;0,72244898
Baseline;70;YES;1000;Base 1;S_vegetation;0,277602524;0,533333333;0,365145228
Baseline;70;YES;1000;Base 1;shrubland;0,235294118;0,095238095;0,13559322
Baseline;70;YES;1000;Base 1;urban;0,888888889;0,560509554;0,6875
Baseline;70;YES;1000;Base 1;water;0,690789474;0,905172414;0,78358209
Baseline;70;YES;1000;Base 1;wetland;0,886363636;0,349775785;0,501607717
Baseline;70;YES;1000;Base 1;A_grassland;0,723404255;0,18579235;0,295652174
Baseline;70;YES;1000;Base 1;baresoil;0,439903846;0,588424437;0,50343879
Baseline;70;YES;1000;Base 1;broadleaf;0,47311828;0,396396396;0,431372549
Baseline;70;YES;1000;Base 1;conifers;0,356707317;0,344117647;0,350299401
Baseline;70;YES;1000;Base 1;irrigated;0,39084507;0,363934426;0,376910017
Baseline;70;YES;1000;Base 1;N_grassland;0,115207373;0,126903553;0,120772947
Baseline;70;YES;1000;Base 1;rainfed;0,203125;0,587570621;0,301886792
Baseline;70;YES;1000;Base 1;rice field;0,713286713;0,666666667;0,689189189
Baseline;70;YES;1000;Base 1;S_vegetation;0,4;0,346666667;0,371428571
Baseline;70;YES;1000;Base 1;shrubland;0,231060606;0,299019608;0,260683761
Baseline;70;YES;1000;Base 1;urban;0,87250996;0,550251256;0,674884438
Baseline;70;YES;1000;Base 1;water;0,75;0,780487805;0,764940239
Baseline;70;YES;1000;Base 1;wetland;0,576923077;0,647058824;0,609981516
Baseline;70;YES;1000;Base 1;A_grassland;0,629807692;0,280513919;0,388148148
Baseline;70;YES;1000;Base 1;baresoil;0,54517134;0,568181818;0,556438792
Baseline;70;YES;1000;Base 1;broadleaf;0,351535836;0,328025478;0,33937397
Baseline;70;YES;1000;Base 1;conifers;0,434375;0,327830189;0,373655914
Baseline;70;YES;1000;Base 1;irrigated;0,312684366;0,391143911;0,347540984
Baseline;70;YES;1000;Base 1;N_grassland;0,162420382;0,224669604;0,188539741
Baseline;70;YES;1000;Base 1;rainfed;0,339622642;0,416988417;0,374350087
Baseline;70;YES;1000;Base 1;rice field;0,7575;0,799472296;0,777920411
Baseline;70;YES;1000;Base 1;S_vegetation;0,259927798;0,347826087;0,297520661
Baseline;70;YES;1000;Base 1;shrubland;0,323442136;0,417624521;0,364548495
Baseline;70;YES;1000;Base 1;urban;0,881422925;0,681957187;0,768965517
Baseline;70;YES;1000;Base 1;water;0,720670391;0,796296296;0,75659824
Baseline;70;YES;1000;Base 1;wetland;0,673529412;0,781569966;0,723538705
Baseline;70;YES;1000;Base 1;A_grassland;0,22007722;0,35625;0,272076372
Baseline;70;YES;1000;Base 1;baresoil;0,707865169;0,482142857;0,573596358
Baseline;70;YES;1000;Base 1;broadleaf;0,274834437;0,35021097;0,307977737
Baseline;70;YES;1000;Base 1;conifers;0,663507109;0,27184466;0,385674931
Baseline;70;YES;1000;Base 1;irrigated;0,291878173;0,463709677;0,358255452
Baseline;70;YES;1000;Base 1;N_grassland;0,297979798;0,175595238;0,220973783
Baseline;70;YES;1000;Base 1;rainfed;0,378289474;0,352760736;0,365079365
Baseline;70;YES;1000;Base 1;rice field;0,684065934;0,658730159;0,67115903
Baseline;70;YES;1000;Base 1;S_vegetation;0,145510836;0,5875;0,23325062
Baseline;70;YES;1000;Base 1;shrubland;0,279461279;0,377272727;0,321083172
Baseline;70;YES;1000;Base 1;urban;0,841432225;0,800486618;0,820448878
Baseline;70;YES;1000;Base 1;water;0,771428571;0,941860465;0,848167539
Baseline;70;YES;1000;Base 1;wetland;0,767515924;0,637566138;0,696531792
Baseline;70;YES;1000;Base 1;A_grassland;0,313829787;0,495798319;0,384364821
Baseline;70;YES;1000;Base 1;baresoil;0,573033708;0,465045593;0,513422819
Baseline;70;YES;1000;Base 1;broadleaf;0,33908046;0,470119522;0,393989983
Baseline;70;YES;1000;Base 1;conifers;0,488958991;0,493630573;0,491283677
Baseline;70;YES;1000;Base 1;irrigated;0,218181818;0,240963855;0,229007634
Baseline;70;YES;1000;Base 1;N_grassland;0,133779264;0,163934426;0,14732965
Baseline;70;YES;1000;Base 1;rainfed;0,287197232;0,256965944;0,27124183
Baseline;70;YES;1000;Base 1;rice field;0,726277372;0,686206897;0,705673759
Baseline;70;YES;1000;Base 1;S_vegetation;0,185873606;0,33557047;0,23923445
Baseline;70;YES;1000;Base 1;shrubland;0,374358974;0,185750636;0,24829932
Baseline;70;YES;1000;Base 1;urban;0,842293907;0,626666667;0,718654434
Baseline;70;YES;1000;Base 1;water;0,833992095;0,886554622;0,859470468
Baseline;70;YES;1000;Base 1;wetland;0,662162162;0,5;0,569767442
Baseline;70;YES;1000;Base 1;A_grassland;0,335731415;0,498220641;0,401146132
Baseline;70;YES;1000;Base 1;baresoil;0,604562738;0,492260062;0,542662116
Baseline;70;YES;1000;Base 1;broadleaf;0,201044386;0,452941176;0,278481013
Baseline;70;YES;1000;Base 1;conifers;0,725888325;0,262385321;0,385444744
Baseline;70;YES;1000;Base 1;irrigated;0,182051282;0,387978142;0,247818499
Baseline;70;YES;1000;Base 1;N_grassland;0,316037736;0,168341709;0,219672131
Baseline;70;YES;1000;Base 1;rainfed;0,324786325;0,170786517;0,223858616
Baseline;70;YES;1000;Base 1;rice field;0,522058824;0,788888889;0,628318584
Baseline;70;YES;1000;Base 1;S_vegetation;0,307692308;0,267782427;0,286353468
Baseline;70;YES;1000;Base 1;shrubland;0,114285714;0,393442623;0,177121771
Baseline;70;YES;1000;Base 1;urban;0,804560261;0,78913738;0,796774194
Baseline;70;YES;1000;Base 1;water;0,755555556;0,658914729;0,703933747
Baseline;70;YES;1000;Base 1;wetland;0,256637168;0,157608696;0,195286195
Baseline;70;YES;1000;Base 1;A_grassland;0,517928287;0,433333333;0,471869328
Baseline;70;YES;1000;Base 1;baresoil;0,612676056;0,545454545;0,577114428
Baseline;70;YES;1000;Base 1;broadleaf;0,236363636;0,662420382;0,34840871
Baseline;70;YES;1000;Base 1;conifers;0,548837209;0,269406393;0,361408882
Baseline;70;YES;1000;Base 1;irrigated;0,284482759;0,38372093;0,326732673
Baseline;70;YES;1000;Base 1;N_grassland;0,107279693;0,175;0,133016627
Baseline;70;YES;1000;Base 1;rainfed;0,286764706;0,175675676;0,217877095
Baseline;70;YES;1000;Base 1;rice field;0,624413146;0,476702509;0,540650407
Baseline;70;YES;1000;Base 1;S_vegetation;0,4375;0,345679012;0,386206897
Baseline;70;YES;1000;Base 1;shrubland;0,294372294;0,341708543;0,31627907
Baseline;70;YES;1000;Base 1;urban;0,834862385;0,760445682;0,795918367
Baseline;70;YES;1000;Base 1;water;0,710714286;0,796;0,750943396
Baseline;70;YES;1000;Base 1;wetland;0,67826087;0,717791411;0,697466468
Baseline;70;YES;1000;Base 1;A_grassland;0,406862745;0,377272727;0,391509434
Baseline;70;YES;1000;Base 1;baresoil;0,473484848;0,352112676;0,403877221
Baseline;70;YES;1000;Base 1;broadleaf;0,314285714;0,333333333;0,323529412
Baseline;70;YES;1000;Base 1;conifers;0,449367089;0,498245614;0,472545757
Baseline;70;YES;1000;Base 1;irrigated;0,224358974;0,327102804;0,266159696
Baseline;70;YES;1000;Base 1;N_grassland;0,211981567;0,197424893;0,204444444
Baseline;70;YES;1000;Base 1;rainfed;0,206451613;0,32;0,250980392
Baseline;70;YES;1000;Base 1;rice field;0,844221106;0,515337423;0,64
Baseline;70;YES;1000;Base 1;S_vegetation;0,218181818;0,377952756;0,276657061
Baseline;70;YES;1000;Base 1;shrubland;0,228426396;0,182926829;0,203160271
Baseline;70;YES;1000;Base 1;urban;0,830083565;0,665178571;0,738537794
Baseline;70;YES;1000;Base 1;water;0,864111498;0,698591549;0,77258567
Baseline;70;YES;1000;Base 1;wetland;0,348314607;0,5;0,410596026
Baseline;70;YES;1000;Base 1;A_grassland;0,462121212;0,362017804;0,405990017
Baseline;70;YES;1000;Base 1;baresoil;0,606349206;0,585889571;0,595943838
Baseline;70;YES;1000;Base 1;broadleaf;0,557603687;0,510548523;0,533039648
Baseline;70;YES;1000;Base 1;conifers;0,450980392;0,307692308;0,365805169
Baseline;70;YES;1000;Base 1;irrigated;0,19121447;0,2890625;0,230171073
Baseline;70;YES;1000;Base 1;N_grassland;0,105084746;0,192546584;0,135964912
Baseline;70;YES;1000;Base 1;rainfed;0,192771084;0,288808664;0,231213873
Baseline;70;YES;1000;Base 1;rice field;0,685;0,580508475;0,628440367
Baseline;70;YES;1000;Base 1;S_vegetation;0,305389222;0,32278481;0,313846154
Baseline;70;YES;1000;Base 1;shrubland;0,317991632;0,299212598;0,30831643
Baseline;70;YES;1000;Base 1;urban;0,895833333;0,475138122;0,620938628
Baseline;70;YES;1000;Base 1;water;0,681528662;0,869918699;0,764285714
Baseline;70;YES;1000;Base 1;wetland;0,729927007;0,613496933;0,666666667
Baseline;70;YES;1000;Base 1;A_grassland;0,495726496;0,370607029;0,424131627
Baseline;70;YES;1000;Base 1;baresoil;0,501039501;0,713017751;0,588522589
Baseline;70;YES;1000;Base 1;broadleaf;0,333333333;0,495145631;0,3984375
Baseline;70;YES;1000;Base 1;conifers;0,541871921;0,272277228;0,362438221
Baseline;70;YES;1000;Base 1;irrigated;0,326086957;0,439330544;0,374331551
Baseline;70;YES;1000;Base 1;N_grassland;0,251082251;0,274881517;0,262443439
Baseline;70;YES;1000;Base 1;rainfed;0,440860215;0,376146789;0,405940594
Baseline;70;YES;1000;Base 1;rice field;0,715099715;0,721264368;0,718168813
Baseline;70;YES;1000;Base 1;S_vegetation;0,347150259;0,265873016;0,301123596
Baseline;70;YES;1000;Base 1;shrubland;0,278481013;0,296296296;0,287112561
Baseline;70;YES;1000;Base 1;urban;0,816770186;0,626190476;0,708894879
Baseline;70;YES;1000;Base 1;water;0,828054299;0,577287066;0,680297398
Baseline;70;YES;1000;Base 1;wetland;0,485822306;0,813291139;0,608284024
Baseline;70;YES;1000;Base 1;A_grassland;0,420895522;0,498233216;0,45631068
Baseline;70;YES;1000;Base 1;baresoil;0,708812261;0,625;0,66427289
Baseline;70;YES;1000;Base 1;broadleaf;0,420138889;0,584541063;0,488888889
Baseline;70;YES;1000;Base 1;conifers;0,538071066;0,30994152;0,393320965
Baseline;70;YES;1000;Base 1;irrigated;0,285714286;0,237704918;0,25950783
Baseline;70;YES;1000;Base 1;N_grassland;0,138790036;0,13220339;0,135416667
Baseline;70;YES;1000;Base 1;rainfed;0,273858921;0,24535316;0,258823529
Baseline;70;YES;1000;Base 1;rice field;0,624561404;0,898989899;0,737060041
Baseline;70;YES;1000;Base 1;S_vegetation;0,351955307;0,45;0,394984326
Baseline;70;YES;1000;Base 1;shrubland;0,245421245;0,330049261;0,281512605
Baseline;70;YES;1000;Base 1;urban;0,831541219;0,741214058;0,783783784
Baseline;70;YES;1000;Base 1;water;0,653543307;0,72173913;0,685950413
Baseline;70;YES;1000;Base 1;wetland;0,453608247;0,312056738;0,369747899
Baseline;70;YES;1000;Base 1;A_grassland;0,443983402;0,281578947;0,344605475
Baseline;70;YES;1000;Base 1;baresoil;0,572254335;0,270491803;0,367346939
Baseline;70;YES;1000;Base 1;broadleaf;0,420091324;0,326241135;0,367265469
Baseline;70;YES;1000;Base 1;conifers;0,453815261;0,341389728;0,389655172
Baseline;70;YES;1000;Base 1;irrigated;0,25;0,333333333;0,285714286
Baseline;70;YES;1000;Base 1;N_grassland;0,10230179;0,240963855;0,143626571
Baseline;70;YES;1000;Base 1;rainfed;0,221574344;0,212885154;0,217142857
Baseline;70;YES;1000;Base 1;rice field;0,589552239;0,420212766;0,49068323
Baseline;70;YES;1000;Base 1;S_vegetation;0,105263158;0,3125;0,157480315
Baseline;70;YES;1000;Base 1;shrubland;0,265625;0,384615385;0,314232902
Baseline;70;YES;1000;Base 1;urban;0,826415094;0,573298429;0,676970634
Baseline;70;YES;1000;Base 1;water;0,81124498;0,90990991;0,857749469
Baseline;70;YES;1000;Base 1;wetland;0,60251046;0,738461538;0,66359447
Baseline;70;YES;1000;Base 1;A_grassland;0,56227758;0,411458333;0,47518797
Baseline;70;YES;1000;Base 1;baresoil;0,546925566;0,628252788;0,584775087
Baseline;70;YES;1000;Base 1;broadleaf;0,329479769;0,303191489;0,315789474
Baseline;70;YES;1000;Base 1;conifers;0,511312217;0,333333333;0,403571429
Baseline;70;YES;1000;Base 1;irrigated;0,247524752;0,301204819;0,27173913
Baseline;70;YES;1000;Base 1;N_grassland;0,112359551;0,204081633;0,144927536
Baseline;70;YES;1000;Base 1;rainfed;0,212041885;0,259615385;0,233429395
Baseline;70;YES;1000;Base 1;rice field;0,711297071;0,651340996;0,68
Baseline;70;YES;1000;Base 1;S_vegetation;0,46961326;0,363247863;0,409638554
Baseline;70;YES;1000;Base 1;shrubland;0,216216216;0,256880734;0,234800839
Baseline;70;YES;1000;Base 1;urban;0,936507937;0,619422572;0,745655608
Baseline;70;YES;1000;Base 1;water;0,701680672;0,759090909;0,729257642
Baseline;70;YES;1000;Base 1;wetland;0,205882353;0,392523364;0,270096463
Baseline;70;YES;1000;Base 1;A_grassland;0,467680608;0,353448276;0,402618658
Baseline;70;YES;1000;Base 1;baresoil;0,731092437;0,475409836;0,57615894
Baseline;70;YES;1000;Base 1;broadleaf;0,535211268;0,258503401;0,348623853
Baseline;70;YES;1000;Base 1;conifers;0,547528517;0,397790055;0,4608
Baseline;70;YES;1000;Base 1;irrigated;0,339160839;0,295731707;0,315960912
Baseline;70;YES;1000;Base 1;N_grassland;0,106598985;0,21875;0,14334471
Baseline;70;YES;1000;Base 1;rainfed;0,217125382;0,229032258;0,222919937
Baseline;70;YES;1000;Base 1;rice field;0,782258065;0,5;0,610062893
Baseline;70;YES;1000;Base 1;S_vegetation;0,222727273;0,342657343;0,269972452
Baseline;70;YES;1000;Base 1;shrubland;0,226470588;0,409574468;0,291666667
Baseline;70;YES;1000;Base 1;urban;0,851612903;0,656716418;0,741573034
Baseline;70;YES;1000;Base 1;water;0,827309237;0,884120172;0,854771784
Baseline;70;YES;1000;Base 1;wetland;0,387755102;0,87962963;0,538243626
Baseline;70;YES;1000;Base 1;A_grassland;0,518218623;0,406349206;0,455516014
Baseline;70;YES;1000;Base 1;baresoil;0,61878453;0,421052632;0,501118568
Baseline;70;YES;1000;Base 1;broadleaf;0,383512545;0,33126935;0,355481728
Baseline;70;YES;1000;Base 1;conifers;0,446475196;0,440721649;0,443579767
Baseline;70;YES;1000;Base 1;irrigated;0,538461538;0,342105263;0,418390805
Baseline;70;YES;1000;Base 1;N_grassland;0,108108108;0,184615385;0,136363636
Baseline;70;YES;1000;Base 1;rainfed;0,272727273;0,228915663;0,248908297
Baseline;70;YES;1000;Base 1;rice field;0,533936652;0,728395062;0,61618799
Baseline;70;YES;1000;Base 1;S_vegetation;0,316582915;0,381818182;0,346153846
Baseline;70;YES;1000;Base 1;shrubland;0,253333333;0,250825083;0,252072968
Baseline;70;YES;1000;Base 1;urban;0,793442623;0,820338983;0,806666667
Baseline;70;YES;1000;Base 1;water;0,804195804;0,66091954;0,72555205
Baseline;70;YES;1000;Base 1;wetland;0,435736677;0,743315508;0,549407115
Baseline;70;YES;1000;Base 1;A_grassland;0,522222222;0,254742547;0,342440801
Baseline;70;YES;1000;Base 1;baresoil;0,569482289;0,600574713;0,584615385
Baseline;70;YES;1000;Base 1;broadleaf;0,445595855;0,297577855;0,356846473
Baseline;70;YES;1000;Base 1;conifers;0,36627907;0,518518519;0,429301533
Baseline;70;YES;1000;Base 1;irrigated;0,20754717;0,35483871;0,261904762
Baseline;70;YES;1000;Base 1;N_grassland;0,150159744;0,225961538;0,180422265
Baseline;70;YES;1000;Base 1;rainfed;0,153094463;0,262569832;0,193415638
Baseline;70;YES;1000;Base 1;rice field;0,76142132;0,503355705;0,606060606
Baseline;70;YES;1000;Base 1;S_vegetation;0,278431373;0,537878788;0,366925065
Baseline;70;YES;1000;Base 1;shrubland;0,22147651;0,119133574;0,154929577
Baseline;70;YES;1000;Base 1;urban;0,809885932;0,540609137;0,648401826
Baseline;70;YES;1000;Base 1;water;0,87434555;0,843434343;0,858611825
Baseline;70;YES;1000;Base 1;wetland;0,600790514;0,727272727;0,658008658
Baseline;70;YES;1000;Base 1;A_grassland;0,532374101;0,26618705;0,354916067
Baseline;70;YES;1000;Base 1;baresoil;0,528248588;0,6875;0,597444089
Baseline;70;YES;1000;Base 1;broadleaf;0,35483871;0,349823322;0,352313167
Baseline;70;YES;1000;Base 1;conifers;0,309794989;0,489208633;0,379358438
Baseline;70;YES;1000;Base 1;irrigated;0,288065844;0,4375;0,347394541
Baseline;70;YES;1000;Base 1;N_grassland;0,127118644;0,180722892;0,149253731
Baseline;70;YES;1000;Base 1;rainfed;0,09202454;0,076923077;0,083798883
Baseline;70;YES;1000;Base 1;rice field;0,708860759;0,715654952;0,712241653
Baseline;70;YES;1000;Base 1;S_vegetation;0,35046729;0,288461538;0,316455696
Baseline;70;YES;1000;Base 1;shrubland;0,211453744;0,171428571;0,189349112
Baseline;70;YES;1000;Base 1;urban;0,873239437;0,577639752;0,695327103
Baseline;70;YES;1000;Base 1;water;0,832167832;0,862318841;0,846975089
Baseline;70;YES;1000;Base 1;wetland;0,647058824;0,590604027;0,61754386
Baseline;70;YES;1000;Base 1;A_grassland;0,548523207;0,404984424;0,465949821
Baseline;70;YES;1000;Base 1;baresoil;0,513089005;0,317152104;0,392
Baseline;70;YES;1000;Base 1;broadleaf;0,28030303;0,406593407;0,331838565
Baseline;70;YES;1000;Base 1;conifers;0,5;0,27014218;0,350769231
Baseline;70;YES;1000;Base 1;irrigated;0,28458498;0,32;0,30125523
Baseline;70;YES;1000;Base 1;N_grassland;0,156441718;0,26984127;0,198058252
Baseline;70;YES;1000;Base 1;rainfed;0,289473684;0,262798635;0,27549195
Baseline;70;YES;1000;Base 1;rice field;0,748971193;0,81981982;0,782795699
Baseline;70;YES;1000;Base 1;S_vegetation;0,187327824;0,552845528;0,279835391
Baseline;70;YES;1000;Base 1;shrubland;0,288;0,222910217;0,251308901
Baseline;70;YES;1000;Base 1;urban;0,816272966;0,747596154;0,7804266
Baseline;70;YES;1000;Base 1;water;0,751937984;0,91509434;0,825531915
Baseline;70;YES;1000;Base 1;wetland;0,608247423;0,608247423;0,608247423
Baseline;70;YES;1000;Base 1;A_grassland;0,475;0,45862069;0,466666667
Baseline;70;YES;1000;Base 1;baresoil;0,546875;0,645756458;0,592216582
Baseline;70;YES;1000;Base 1;broadleaf;0,5;0,383512545;0,434077079
Baseline;70;YES;1000;Base 1;conifers;0,460207612;0,5;0,479279279
Baseline;70;YES;1000;Base 1;irrigated;0,242290749;0,314285714;0,273631841
Baseline;70;YES;1000;Base 1;N_grassland;0,186915888;0,229885057;0,206185567
Baseline;70;YES;1000;Base 1;rainfed;0,21509434;0,226190476;0,220502901
Baseline;70;YES;1000;Base 1;rice field;0,824701195;0,640866873;0,721254355
Baseline;70;YES;1000;Base 1;S_vegetation;0,578947368;0,392857143;0,468085106
Baseline;70;YES;1000;Base 1;shrubland;0,147727273;0,204188482;0,171428571
Baseline;70;YES;1000;Base 1;urban;0,919148936;0,631578947;0,748700173
Baseline;70;YES;1000;Base 1;water;0,719827586;0,902702703;0,800959233
Baseline;70;YES;1000;Base 1;wetland;0,620155039;0,758293839;0,682302772
Baseline;70;YES;1000;Base 1;A_grassland;0,451882845;0,327272727;0,379613357
Baseline;70;YES;1000;Base 1;baresoil;0,658119658;0,442528736;0,529209622
Baseline;70;YES;1000;Base 1;broadleaf;0,436241611;0,254901961;0,321782178
Baseline;70;YES;1000;Base 1;conifers;0,448598131;0,50174216;0,473684211
Baseline;70;YES;1000;Base 1;irrigated;0,159645233;0,404494382;0,228934817
Baseline;70;YES;1000;Base 1;N_grassland;0,128358209;0,219387755;0,161958569
Baseline;70;YES;1000;Base 1;rainfed;0,187214612;0,146953405;0,164658635
Baseline;70;YES;1000;Base 1;rice field;0,847457627;0,660792952;0,742574257
Baseline;70;YES;1000;Base 1;S_vegetation;0,174863388;0,253968254;0,207119741
Baseline;70;YES;1000;Base 1;shrubland;0,251396648;0,189873418;0,216346154
Baseline;70;YES;1000;Base 1;urban;0,83880597;0,718670077;0,774104683
Baseline;70;YES;1000;Base 1;water;0,76744186;0,864628821;0,813141684
Baseline;70;YES;1000;Base 1;wetland;0,672289157;0,770718232;0,718146718
Baseline;70;YES;1000;Base 1;A_grassland;0,469273743;0,589473684;0,522550544
Baseline;70;YES;1000;Base 1;baresoil;0,615384615;0,425531915;0,503144654
Baseline;70;YES;1000;Base 1;broadleaf;0,358974359;0,33201581;0,344969199
Baseline;70;YES;1000;Base 1;conifers;0,535580524;0,356608479;0,428143713
Baseline;70;YES;1000;Base 1;irrigated;0,3984375;0,248175182;0,305847076
Baseline;70;YES;1000;Base 1;N_grassland;0,121710526;0,128027682;0,124789207
Baseline;70;YES;1000;Base 1;rainfed;0,285359801;0,41218638;0,337243402
Baseline;70;YES;1000;Base 1;rice field;0,533596838;0,681818182;0,598669623
Baseline;70;YES;1000;Base 1;S_vegetation;0,131313131;0,143646409;0,137203166
Baseline;70;YES;1000;Base 1;shrubland;0,206467662;0,553333333;0,300724638
Baseline;70;YES;1000;Base 1;urban;0,867052023;0,490196078;0,626304802
Baseline;70;YES;1000;Base 1;water;0,813333333;0,875598086;0,843317972
Baseline;70;YES;1000;Base 1;wetland;0,56424581;0,58045977;0,57223796
Baseline;70;YES;1000;Base 1;A_grassland;0,287104623;0,55399061;0,378205128
Baseline;70;YES;1000;Base 1;baresoil;0,523297491;0,598360656;0,5583174
Baseline;70;YES;1000;Base 1;broadleaf;0,4125;0,546961326;0,470308789
Baseline;70;YES;1000;Base 1;conifers;0,670157068;0,362606232;0,470588235
Baseline;70;YES;1000;Base 1;irrigated;0,388888889;0,167464115;0,234113712
Baseline;70;YES;1000;Base 1;N_grassland;0,136363636;0,132352941;0,134328358
Baseline;70;YES;1000;Base 1;rainfed;0,16056338;0,341317365;0,218390805
Baseline;70;YES;1000;Base 1;rice field;0,768292683;0,741176471;0,754491018
Baseline;70;YES;1000;Base 1;S_vegetation;0,186363636;0,338842975;0,240469208
Baseline;70;YES;1000;Base 1;shrubland;0,242268041;0,151612903;0,186507937
Baseline;70;YES;1000;Base 1;urban;0,877952756;0,652046784;0,748322148
Baseline;70;YES;1000;Base 1;water;0,801886792;0,87628866;0,837438424
Baseline;70;YES;1000;Base 1;wetland;0,552036199;0,61928934;0,583732057
Baseline;70;YES;1000;Base 1;A_grassland;0,545918367;0,286096257;0,375438596
Baseline;70;YES;1000;Base 1;baresoil;0,680911681;0,609693878;0,64333782
Baseline;70;YES;1000;Base 1;broadleaf;0,23659306;0,421348315;0,303030303
Baseline;70;YES;1000;Base 1;conifers;0,56402439;0,387029289;0,459057072
Baseline;70;YES;1000;Base 1;irrigated;0,280141844;0,292592593;0,286231884
Baseline;70;YES;1000;Base 1;N_grassland;0,148148148;0,218905473;0,176706827
Baseline;70;YES;1000;Base 1;rainfed;0,273381295;0,308943089;0,290076336
Baseline;70;YES;1000;Base 1;rice field;0,762886598;0,695924765;0,727868852
Baseline;70;YES;1000;Base 1;S_vegetation;0,242798354;0,265765766;0,253763441
Baseline;70;YES;1000;Base 1;shrubland;0,145631068;0,264317181;0,187793427
Baseline;70;YES;1000;Base 1;urban;0,838323353;0,68627451;0,754716981
Baseline;70;YES;1000;Base 1;water;0,763052209;0,904761905;0,82788671
Baseline;70;YES;1000;Base 1;wetland;0,75;0,608540925;0,671905697
Baseline;70;YES;1000;Base 1;A_grassland;0,3025;0,55;0,390322581
Baseline;70;YES;1000;Base 1;baresoil;0,612765957;0,451410658;0,519855596
Baseline;70;YES;1000;Base 1;broadleaf;0,357142857;0,286259542;0,31779661
Baseline;70;YES;1000;Base 1;conifers;0,468834688;0,484593838;0,476584022
Baseline;70;YES;1000;Base 1;irrigated;0,25795053;0,228840125;0,242524917
Baseline;70;YES;1000;Base 1;N_grassland;0,244224422;0,209631728;0,225609756
Baseline;70;YES;1000;Base 1;rainfed;0,185542169;0,242902208;0,210382514
Baseline;70;YES;1000;Base 1;rice field;0,722826087;0,549586777;0,624413146
Baseline;70;YES;1000;Base 1;S_vegetation;0,19205298;0,173652695;0,182389937
Baseline;70;YES;1000;Base 1;shrubland;0,273901809;0,432653061;0,335443038
Baseline;70;YES;1000;Base 1;urban;0,849462366;0,589552239;0,696035242
Baseline;70;YES;1000;Base 1;water;0,730538922;0,635416667;0,679665738
Baseline;70;YES;1000;Base 1;wetland;0,497461929;0,52972973;0,513089005
Baseline;70;YES;1000;Base 1;A_grassland;0,673076923;0,410557185;0,510018215
Baseline;70;YES;1000;Base 1;baresoil;0,474626866;0,542662116;0,506369427
Baseline;70;YES;1000;Base 1;broadleaf;0,505660377;0,376404494;0,431561997
Baseline;70;YES;1000;Base 1;conifers;0,432225064;0,450666667;0,441253264
Baseline;70;YES;1000;Base 1;irrigated;0,355450237;0,38071066;0,367647059
Baseline;70;YES;1000;Base 1;N_grassland;0,206278027;0,221153846;0,213457077
